timestamp_utc,git_hash,engine,engine_config,workload,model,repeat,max_tokens,temperature,top_p,concurrency,requests_ok,requests_err,first_error_ts,tokens_in_window,window_s,aggregate_tok_s,decode_tok_s_median,prefill_tok_s_median,per_stream_wall_tok_s_median,ttft_p50_ms,ttft_p95_ms,ttft_samples,itl_p50_ms,token_source,skipped_sse_lines,truncated_streams,power_w_max,power_w_mean,temp_c_max,mem_used_mib_max,sm_clock_min,sm_clock_max,throttle_seen,gpu_samples
2026-08-22T06:03:18.461334+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,draftable,deepseek-ai/DeepSeek-V4-Flash-0731,1,512,1.0,0.95,1,29,0,,1070,180,5.94,39.92,230.75,33.15,487.0,1711.0,29,99.1,usage,0,0,44.5,41.2,69.0,,2476.0,2483.0,none,34
2026-08-22T06:07:14.000721+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,draftable,deepseek-ai/DeepSeek-V4-Flash-0731,1,512,1.0,0.95,8,117,0,,3784,180,21.02,17.45,72.55,13.64,1657.0,42819.0,117,217.2,usage,0,0,46.6,43.6,71.0,,2476.0,2483.0,none,37
2026-08-22T06:10:54.284674+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,draftable,deepseek-ai/DeepSeek-V4-Flash-0731,2,512,1.0,0.95,1,20,0,,681,180,3.78,31.64,201.11,26.13,624.0,22831.0,20,145.3,usage,0,0,42.8,41.0,66.0,,2476.0,2483.0,none,34
2026-08-22T06:14:44.790258+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,draftable,deepseek-ai/DeepSeek-V4-Flash-0731,2,512,1.0,0.95,8,153,0,,4963,180,27.57,17.51,74.76,14.0,1577.0,3530.0,153,216.6,usage,0,0,45.9,41.8,65.0,,2476.0,2502.0,none,36
2026-08-22T06:18:38.485003+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,draftable,deepseek-ai/DeepSeek-V4-Flash-0731,3,512,1.0,0.95,1,7,0,,279,180,1.55,20.0,5.07,7.9,26625.0,,7,191.8,usage,0,0,42.4,41.1,64.0,,2476.0,2502.0,none,34
2026-08-22T06:22:22.431507+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,draftable,deepseek-ai/DeepSeek-V4-Flash-0731,3,512,1.0,0.95,8,165,0,,5554,180,30.86,18.02,146.14,15.99,806.0,1570.0,165,210.9,usage,0,0,44.1,41.9,64.0,,2476.0,2483.0,none,35
