timestamp_utc,git_hash,engine,engine_config,workload,model,repeat,max_tokens,temperature,top_p,concurrency,requests_ok,requests_err,first_error_ts,tokens_in_window,window_s,aggregate_tok_s,decode_tok_s_median,prefill_tok_s_median,per_stream_wall_tok_s_median,ttft_p50_ms,ttft_p95_ms,ttft_samples,itl_p50_ms,token_source,skipped_sse_lines,truncated_streams,power_w_max,power_w_mean,temp_c_max,mem_used_mib_max,sm_clock_min,sm_clock_max,throttle_seen,gpu_samples
2026-08-09T11:24:48.098989+00:00,15e15e5,ds4-v0.5.6,"dspark=on,ctx=32768,RECORD2",draftable,deepseek-v4-flash,1,512,1.0,0.95,1,11,0,,4879,180,27.11,30.75,119.84,29.03,913.0,1265.0,11,4.5,usage,0,0,81.1,62.7,80.0,,2450.0,2483.0,none,36
2026-08-09T11:29:42.490378+00:00,15e15e5,ds4-v0.5.6,"dspark=on,ctx=32768,RECORD2",draftable,deepseek-v4-flash,1,512,1.0,0.95,8,26,0,,9910,180,55.06,7.33,48.27,7.11,2303.0,5860.0,26,131.2,usage,1,0,89.8,74.7,84.0,,2405.0,2463.0,none,42
2026-08-09T11:35:27.282808+00:00,15e15e5,ds4-v0.5.6,"dspark=on,ctx=32768,RECORD2",draftable,deepseek-v4-flash,1,512,1.0,0.95,12,27,0,,9884,180,54.91,4.83,48.35,4.7,2524.0,9239.0,27,196.1,usage,4,0,89.3,58.7,75.0,,2450.0,2483.0,none,44
2026-08-09T11:39:03.841649+00:00,15e15e5,ds4-v0.5.6,"dspark=on,ctx=32768,RECORD2",draftable,deepseek-v4-flash,2,512,1.0,0.95,1,11,0,,5197,180,28.87,31.2,120.76,29.45,952.0,1103.0,11,4.4,usage,0,0,80.6,65.6,74.0,,2450.0,2476.0,none,34
2026-08-09T11:43:55.799580+00:00,15e15e5,ds4-v0.5.6,"dspark=on,ctx=32768,RECORD2",draftable,deepseek-v4-flash,2,512,1.0,0.95,8,27,0,,9798,180,54.43,7.17,79.64,6.88,1643.0,5324.0,27,131.4,usage,1,0,89.8,73.0,77.0,,2444.0,2476.0,none,41
2026-08-09T11:49:26.587249+00:00,15e15e5,ds4-v0.5.6,"dspark=on,ctx=32768,RECORD2",draftable,deepseek-v4-flash,2,512,1.0,0.95,12,27,0,,9837,180,54.65,4.82,52.37,4.65,2551.0,9575.0,27,196.4,usage,4,0,90.9,57.4,75.0,,2450.0,2476.0,none,42
2026-08-09T11:53:12.552232+00:00,15e15e5,ds4-v0.5.6,"dspark=on,ctx=32768,RECORD2",draftable,deepseek-v4-flash,3,512,1.0,0.95,1,10,0,,4778,180,26.54,29.35,107.73,27.6,976.0,1446.0,10,4.0,usage,0,0,79.5,58.2,73.0,,2463.0,2483.0,none,35
2026-08-09T11:57:56.113744+00:00,15e15e5,ds4-v0.5.6,"dspark=on,ctx=32768,RECORD2",draftable,deepseek-v4-flash,3,512,1.0,0.95,8,24,0,,9924,180,55.13,7.23,58.21,7.03,1991.0,5961.0,24,131.0,usage,1,0,87.6,72.3,76.0,,2450.0,2463.0,none,40
2026-08-09T12:03:33.939357+00:00,15e15e5,ds4-v0.5.6,"dspark=on,ctx=32768,RECORD2",draftable,deepseek-v4-flash,3,512,1.0,0.95,12,27,0,,9777,180,54.32,4.78,41.33,4.64,2526.0,9475.0,27,196.6,usage,5,0,90.1,57.2,73.0,,2450.0,2476.0,none,44
