timestamp_utc,git_hash,engine,engine_config,workload,model,repeat,max_tokens,temperature,top_p,concurrency,requests_ok,requests_err,first_error_ts,tokens_in_window,window_s,aggregate_tok_s,decode_tok_s_median,prefill_tok_s_median,per_stream_wall_tok_s_median,ttft_p50_ms,ttft_p95_ms,ttft_samples,itl_p50_ms,token_source,skipped_sse_lines,truncated_streams,power_w_max,power_w_mean,temp_c_max,mem_used_mib_max,sm_clock_min,sm_clock_max,throttle_seen,gpu_samples
2026-08-21T07:23:25.748553+00:00,2078bcb,ds4-v0.5.6.3-accept,candidate no-vmm-override,draftable,deepseek-v4-flash,1,512,1.0,0.95,1,11,0,,5024,180,27.91,28.42,114.08,27.1,1008.0,1460.0,11,29.6,usage,31,0,74.7,63.0,74.0,,2444.0,2489.0,none,34
2026-08-21T07:29:04.041925+00:00,2078bcb,ds4-v0.5.6.3-accept,candidate no-vmm-override,draftable,deepseek-v4-flash,1,512,1.0,0.95,8,24,0,,8156,180,45.31,11.69,2.88,5.77,43642.0,46848.0,24,79.8,usage,174,0,87.7,64.4,79.0,,2405.0,2463.0,none,43
