timestamp_utc,git_hash,engine,engine_config,workload,model,repeat,max_tokens,temperature,top_p,concurrency,requests_ok,requests_err,first_error_ts,tokens_in_window,window_s,aggregate_tok_s,decode_tok_s_median,prefill_tok_s_median,per_stream_wall_tok_s_median,ttft_p50_ms,ttft_p95_ms,ttft_samples,itl_p50_ms,token_source,skipped_sse_lines,truncated_streams,power_w_max,power_w_mean,temp_c_max,mem_used_mib_max,sm_clock_min,sm_clock_max,throttle_seen,gpu_samples
2026-08-08T21:18:23.019809+00:00,beae534,llamacpp-687e778,"dspark=n3,UD-IQ2_M,ctx=393216/12slots,SPECLANE",adversarial,deepseek-v4-flash,1,512,1.0,0.95,1,10,0,,4742,180,26.34,26.77,108.92,26.04,530.0,571.0,10,0.1,usage,0,0,70.5,62.7,75.0,,2444.0,2476.0,none,36
2026-08-08T21:24:07.364179+00:00,beae534,llamacpp-687e778,"dspark=n3,UD-IQ2_M,ctx=393216/12slots,SPECLANE",adversarial,deepseek-v4-flash,1,512,1.0,0.95,12,27,0,,12006,180,66.7,5.6,22.01,5.48,2952.0,2989.0,27,0.1,usage,0,0,77.3,70.4,77.0,,2450.0,2476.0,none,46
