timestamp_utc,git_hash,engine,engine_config,workload,model,repeat,max_tokens,temperature,top_p,concurrency,requests_ok,requests_err,first_error_ts,tokens_in_window,window_s,aggregate_tok_s,decode_tok_s_median,prefill_tok_s_median,per_stream_wall_tok_s_median,ttft_p50_ms,ttft_p95_ms,ttft_samples,itl_p50_ms,token_source,skipped_sse_lines,truncated_streams,power_w_max,power_w_mean,temp_c_max,mem_used_mib_max,sm_clock_min,sm_clock_max,throttle_seen,gpu_samples
2026-08-09T09:11:16.831703+00:00,fb576ab,ds4-v0.5.6,"dspark=off,ctx=32768,RECORD",draftable,deepseek-v4-flash,1,512,1.0,0.95,1,6,0,,2796,180,15.53,15.92,117.08,15.51,934.0,,6,61.3,usage,0,0,84.8,54.1,76.0,,2450.0,2483.0,none,36
2026-08-09T09:18:11.503923+00:00,fb576ab,ds4-v0.5.6,"dspark=off,ctx=32768,RECORD",draftable,deepseek-v4-flash,1,512,1.0,0.95,8,17,0,,5677,180,31.54,4.14,42.0,4.05,2799.0,6227.0,17,231.5,usage,1,0,86.8,62.6,82.0,,2424.0,2457.0,none,53
2026-08-09T09:24:19.956111+00:00,fb576ab,ds4-v0.5.6,"dspark=off,ctx=32768,RECORD",draftable,deepseek-v4-flash,1,512,1.0,0.95,12,24,0,,8311,180,46.17,4.07,34.3,3.99,3285.0,10050.0,24,232.2,usage,5,0,88.6,61.6,82.0,,2444.0,2476.0,none,46
2026-08-09T09:28:05.791840+00:00,fb576ab,ds4-v0.5.6,"dspark=off,ctx=32768,RECORD",draftable,deepseek-v4-flash,2,512,1.0,0.95,1,6,0,,2920,180,16.22,16.18,122.53,15.69,924.0,,6,60.8,usage,0,0,63.3,50.7,70.0,,2457.0,2483.0,none,34
2026-08-09T09:34:12.612004+00:00,fb576ab,ds4-v0.5.6,"dspark=off,ctx=32768,RECORD",draftable,deepseek-v4-flash,2,512,1.0,0.95,8,16,0,,5526,180,30.7,4.07,45.16,3.99,2613.0,6818.0,16,231.4,usage,1,0,87.8,61.7,74.0,,2450.0,2476.0,none,47
2026-08-09T09:40:35.251971+00:00,fb576ab,ds4-v0.5.6,"dspark=off,ctx=32768,RECORD",draftable,deepseek-v4-flash,2,512,1.0,0.95,12,24,0,,8674,180,48.19,4.28,38.75,4.16,3362.0,10166.0,24,227.9,usage,6,0,84.7,61.3,75.0,,2450.0,2476.0,none,46
2026-08-09T09:44:42.784881+00:00,fb576ab,ds4-v0.5.6,"dspark=off,ctx=32768,RECORD",draftable,deepseek-v4-flash,3,512,1.0,0.95,1,5,0,,2285,180,12.69,14.13,123.78,13.8,943.0,,5,80.9,usage,0,0,71.5,59.5,72.0,,2463.0,2483.0,none,37
2026-08-09T09:50:23.602924+00:00,fb576ab,ds4-v0.5.6,"dspark=off,ctx=32768,RECORD",draftable,deepseek-v4-flash,3,512,1.0,0.95,8,17,0,,7331,180,40.73,5.56,72.05,5.5,1644.0,6221.0,17,161.3,usage,1,0,90.2,60.9,75.0,,2450.0,2476.0,none,49
2026-08-09T09:57:15.439694+00:00,fb576ab,ds4-v0.5.6,"dspark=off,ctx=32768,RECORD",draftable,deepseek-v4-flash,3,512,1.0,0.95,12,24,0,,7137,180,39.65,3.52,36.75,3.44,3259.0,10760.0,24,267.9,usage,6,0,88.7,69.5,77.0,,2444.0,2470.0,none,50
