timestamp_utc,git_hash,engine,engine_config,workload,model,repeat,max_tokens,temperature,top_p,concurrency,requests_ok,requests_err,first_error_ts,tokens_in_window,window_s,aggregate_tok_s,decode_tok_s_median,prefill_tok_s_median,per_stream_wall_tok_s_median,ttft_p50_ms,ttft_p95_ms,ttft_samples,itl_p50_ms,token_source,skipped_sse_lines,truncated_streams,power_w_max,power_w_mean,temp_c_max,mem_used_mib_max,sm_clock_min,sm_clock_max,throttle_seen,gpu_samples
2026-08-22T06:26:06.555426+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,adversarial,deepseek-ai/DeepSeek-V4-Flash-0731,1,512,1.0,0.95,1,12,0,,2640,180,14.67,33.33,191.24,32.77,299.0,373.0,12,66.5,usage,0,0,36.5,35.2,64.0,,2476.0,2502.0,none,35
2026-08-22T06:30:34.692589+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,adversarial,deepseek-ai/DeepSeek-V4-Flash-0731,1,512,1.0,0.95,8,40,0,,7784,180,43.24,11.81,98.68,11.65,660.0,850.0,40,179.0,usage,0,0,44.1,43.2,72.0,,2476.0,2483.0,none,41
2026-08-22T06:34:22.507044+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,adversarial,deepseek-ai/DeepSeek-V4-Flash-0731,2,512,1.0,0.95,1,12,0,,2641,180,14.67,32.69,184.51,32.11,302.0,393.0,12,66.7,usage,0,0,37.4,36.1,67.0,,2476.0,2483.0,none,36
2026-08-22T06:38:44.815665+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,adversarial,deepseek-ai/DeepSeek-V4-Flash-0731,2,512,1.0,0.95,8,38,0,,7788,180,43.27,11.84,95.98,11.68,662.0,804.0,38,177.5,usage,0,0,43.0,42.1,68.0,,2476.0,2483.0,none,40
2026-08-22T06:42:28.788249+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,adversarial,deepseek-ai/DeepSeek-V4-Flash-0731,3,512,1.0,0.95,1,12,0,,2638,180,14.66,32.85,192.54,32.27,291.0,354.0,12,66.6,usage,0,0,37.5,36.0,66.0,,2476.0,2483.0,none,36
2026-08-22T06:46:53.836782+00:00,a1a786d,tp2-b12x-42b3a79,TP2 dspark-k5 recipe-defaults,adversarial,deepseek-ai/DeepSeek-V4-Flash-0731,3,512,1.0,0.95,8,39,0,,7803,180,43.35,11.75,92.27,11.61,669.0,858.0,39,176.6,usage,0,0,44.1,42.3,69.0,,2470.0,2476.0,none,40
