timestamp_utc,git_hash,engine,engine_config,workload,model,repeat,max_tokens,temperature,top_p,concurrency,requests_ok,requests_err,first_error_ts,tokens_in_window,window_s,aggregate_tok_s,decode_tok_s_median,prefill_tok_s_median,per_stream_wall_tok_s_median,ttft_p50_ms,ttft_p95_ms,ttft_samples,itl_p50_ms,token_source,skipped_sse_lines,truncated_streams,power_w_max,power_w_mean,temp_c_max,mem_used_mib_max,sm_clock_min,sm_clock_max,throttle_seen,gpu_samples
2026-08-09T07:13:44.762108+00:00,aa6f5fc,llamacpp-687e778,"spec=off,ctx=262144/8slots,RECORD",draftable,deepseek-v4-flash,1,512,1.0,0.95,8,25,0,,11484,180,63.8,8.43,43.2,8.05,2969.0,3010.0,25,118.8,usage,0,0,74.1,69.4,81.0,,2437.0,2463.0,none,39
2026-08-09T07:18:26.338330+00:00,aa6f5fc,llamacpp-687e778,"spec=off,ctx=262144/8slots,RECORD",draftable,deepseek-v4-flash,2,512,1.0,0.95,8,25,0,,11107,180,61.71,8.22,43.27,7.86,3004.0,3089.0,25,120.4,usage,0,0,89.5,71.8,83.0,,2379.0,2463.0,none,39
2026-08-09T07:23:09.206583+00:00,aa6f5fc,llamacpp-687e778,"spec=off,ctx=262144/8slots,RECORD",draftable,deepseek-v4-flash,3,512,1.0,0.95,8,25,0,,11191,180,62.17,8.16,40.34,7.82,3217.0,3590.0,25,119.5,usage,0,0,84.4,69.0,78.0,,2444.0,2483.0,none,39
