timestamp_utc,git_hash,engine,engine_config,workload,model,repeat,max_tokens,temperature,top_p,concurrency,requests_ok,requests_err,first_error_ts,tokens_in_window,window_s,aggregate_tok_s,decode_tok_s_median,prefill_tok_s_median,per_stream_wall_tok_s_median,ttft_p50_ms,ttft_p95_ms,ttft_samples,itl_p50_ms,token_source,skipped_sse_lines,truncated_streams,power_w_max,power_w_mean,temp_c_max,mem_used_mib_max,sm_clock_min,sm_clock_max,throttle_seen,gpu_samples
2026-08-08T19:22:52.371526+00:00,316267c,llamacpp-687e778,"spec=off,UD-IQ2_M,ctx=393216/12slots,fa=on",adversarial,deepseek-v4-flash,1,512,1.0,0.95,1,7,0,,3470,180,19.28,19.61,115.73,19.29,481.0,,7,50.3,usage,0,0,61.8,50.2,70.0,,2470.0,2483.0,none,34
2026-08-08T19:27:06.868598+00:00,316267c,llamacpp-687e778,"spec=off,UD-IQ2_M,ctx=393216/12slots,fa=on",adversarial,deepseek-v4-flash,1,512,1.0,0.95,4,8,0,,3996,180,22.2,5.65,36.08,5.56,1713.0,,8,176.6,usage,0,0,83.0,49.0,70.0,,2437.0,2476.0,none,34
2026-08-08T19:33:54.338149+00:00,316267c,llamacpp-687e778,"spec=off,UD-IQ2_M,ctx=393216/12slots,fa=on",adversarial,deepseek-v4-flash,1,512,1.0,0.95,8,24,0,,8192,180,45.51,5.82,27.45,5.68,2240.0,2373.0,24,172.4,usage,0,0,77.6,57.5,74.0,,2463.0,2476.0,none,50
2026-08-08T19:39:53.442247+00:00,316267c,llamacpp-687e778,"spec=off,UD-IQ2_M,ctx=393216/12slots,fa=on",adversarial,deepseek-v4-flash,1,512,1.0,0.95,12,36,0,,12285,180,68.25,5.88,24.25,5.7,2646.0,2870.0,36,172.3,usage,0,0,79.4,64.0,76.0,,2411.0,2476.0,none,50
