timestamp_utc,git_hash,engine,engine_config,workload,model,repeat,max_tokens,temperature,top_p,concurrency,requests_ok,requests_err,first_error_ts,tokens_in_window,window_s,aggregate_tok_s,decode_tok_s_median,prefill_tok_s_median,per_stream_wall_tok_s_median,ttft_p50_ms,ttft_p95_ms,ttft_samples,itl_p50_ms,token_source,skipped_sse_lines,truncated_streams,power_w_max,power_w_mean,temp_c_max,mem_used_mib_max,sm_clock_min,sm_clock_max,throttle_seen,gpu_samples
2026-08-08T17:00:07.668384+00:00,bbad5a0,ds4-v0.5.6,"dspark=on,ctx=32768,ship-defaults",adversarial,deepseek-v4-flash,1,512,1.0,0.95,1,8,0,,4019,180,22.33,22.31,104.16,21.75,560.0,,8,44.9,usage,0,0,64.4,55.0,71.0,,2470.0,2483.0,none,34
2026-08-08T17:03:51.201155+00:00,bbad5a0,ds4-v0.5.6,"dspark=on,ctx=32768,ship-defaults",adversarial,deepseek-v4-flash,1,512,1.0,0.95,2,12,0,,5740,180,31.89,16.53,58.3,16.04,1104.0,1242.0,12,60.6,usage,0,0,72.9,52.3,71.0,,2470.0,2483.0,none,36
2026-08-08T17:08:06.157108+00:00,bbad5a0,ds4-v0.5.6,"dspark=on,ctx=32768,ship-defaults",adversarial,deepseek-v4-flash,1,512,1.0,0.95,4,20,0,,8608,180,47.82,12.43,56.63,12.09,1073.0,2330.0,20,79.0,usage,0,0,85.3,62.8,74.0,,2457.0,2476.0,none,39
2026-08-08T17:12:44.249942+00:00,bbad5a0,ds4-v0.5.6,"dspark=on,ctx=32768,ship-defaults",adversarial,deepseek-v4-flash,1,512,1.0,0.95,8,24,0,,10453,180,58.07,7.63,44.02,7.53,1406.0,6170.0,24,125.9,usage,0,0,84.3,71.8,75.0,,2411.0,2463.0,none,39
2026-08-08T17:17:57.135777+00:00,bbad5a0,ds4-v0.5.6,"dspark=on,ctx=32768,ship-defaults",adversarial,deepseek-v4-flash,1,512,1.0,0.95,12,24,0,,10549,180,58.61,5.05,24.98,4.96,2765.0,6690.0,24,191.9,usage,2,0,80.7,58.6,75.0,,2463.0,2476.0,none,39
